refcode,Density,smiles
FULKED,1.207,CONC1CCC2(C)C(CCC3(C)C2C(=O)C=C2C4CC(C)(CCC4(C)CCC32C)C(=O)OC(c2ccccc2)c2ccccc2)C1(C)C
GAHDAW,1.207,CC(C)CC1CN(OC21OC1(CCCCC1)OC2=O)C1OC(C2COC(C)(C)O2)C2OC(C)(C)OC12
WUVSOV,1.207,CC(=O)N(O)C1CC(C=C1)C(O)C(C)=Cc1ccccc1
TIVTUP,1.206,CC1(C)CCCC(C)(C)N1OC1C2CCC(C2)C1[N+](=O)[O-]
OSIGAZ01,1.206,CC(C)(C)N(O)C1=[N+]([O-])C(C)(C)C(C)(C)N1[O]
VOHZEY,1.206,CON=C1CN(CCC1(C)C(N)=O)C(=O)OC(C)(C)C
DAJVEP,1.206,OC(C1C2C(CON2Cc2ccccc2)CN1CC=C)c1ccccc1
PINBEW,1.206,COC(=O)C12Cc3ccccc3C(C1C)N(O2)C(C)(C)C
XUZNAI,1.206,CN1c2ccccc2N=C1C1=NC(C)(C)C(C)(C)N1[O]
LOFSEF,1.206,CC1C2(C)C3C(C(=O)N(OCC4CO4)C3=O)C1(C)C(=C2C)C
OFAPET,1.206,CC1(C)COC2(CCC3(CC2)CCC2(CC3)OCC(C)(C)N2[O])N1[O]
NODCIU,1.206,COc1ccccc1NC1(C)CC2C(CC1=NO)C2(C)C
GAWJIA,1.206,CON(C(C(NC(=O)c1ccccn1)c1ccccc1)c1ccccc1)C(=O)OC(C)(C)C
ZAZTUR,1.206,CC(C)(C)ON(C(=O)Cc1ccccc1)c1ccccc1
OPOFIK,1.206,CC(C)c1cccc(C(C)C)c1N1C(=NN=C1C1=NOC(=C1)c1ccccc1)c1ccccc1
LEBLUA,1.206,CC12CCC(O)CC1=CCC1C2CCC2(C)C1CC(=NO)C2(O)Cc1ccccc1
MOPGUU,1.206,CC(C(CC(=NNc1ccc(cc1N(=O)=O)N(=O)=O)C(C)(C)C)C#Cc1ccccc1)C(C)(C)C
NOHFUN,1.205,CCOC(=O)C1(C(CCC1C(ON1C(C)(C)CCCC1(C)C)c1ccccc1)C(CC)C(=O)c1ccccc1)C(=O)OCC
VUSCOD,1.205,CC(C)(C)NC(=NO)C(=NO)c1ccccc1
IDUWUZ,1.205,CCC1ON=C(N1C(C)=O)c1ccc(C)cc1
VUXVEP,1.205,CCOC(=O)C1=NOC2=C1CC1(C)C3CCC4(C)C(CCC4(O)C#C)C3CCC1=C2
MISCUN,1.205,CC(N1CCC(=O)C2(C1)C(ON(C2c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1
LIYNUC,1.205,CC1(C)CC(=O)C2(C)ON(C1C=C2)c1ccccc1
LOMPOS,1.205,CC(=Cc1ccncc1)C(C)=NO
CIPBIN,1.205,CCON=C(C)C(=O)C=Cc1ccccc1
QAQGUK,1.205,CC1OCC(O)C(O1)C1CC(ON1c1ccccc1)c1ccccc1
XEHTUZ,1.205,CCOC(=O)C1C2CC(ON1C(C)c1ccccc1)C=C2
AXOXUG,1.204,CC1CCC(C(C)(C)c2ccccc2)C(OC(=O)C(O)C(Cc2ccccc2)[N+](=O)[O-])C1
CEQCIK,1.204,CCCCN(CCCC)c1ccc2c#cc#cc3ccc([N+](=O)[O-])cc3c#cc#cc3ccccc3c#cc#cc2c1
PAYBOI,1.204,O=[N+]([O-])c1cccc(C(N2CCCCC2)N2CCCCC2)c1
TIHMII,1.204,CC(C)(C)NC(=O)C1N(O)CCc2ccccc12
RAVCUM,1.204,CC1(C)CC2(CC(C)(C)N1[O])N=C(OCc1ccccc1)OC2=O
WAKYIQ,1.204,CCC(C)C1NC(=O)C2=C(C)ON=C12
DAKHIJ,1.204,Cc1ccc2N(Cc3cc(cc(c3OCc3ccc(cc3)N(=O)=O)C(C)(C)C)C(C)(C)C)Cc3cc(C)ccc3N(Cc3cc(cc(c3OCc3ccc(cc3)N(=O)=O)C(C)(C)C)C(C)(C)C)Cc2c1
TOCGOH,1.204,CC(C)(C)OC(=O)N1C(COC1(C)C)C(C#N)N(O)Cc1ccccc1
MABZUL,1.204,CCCCCCCCCCCCNc1nc(N)nc(OCc2ccccc2)c1N=O
GOLJEX,1.204,CON=C1CCN(CC1(C)C(N)=O)C(=O)OC(C)(C)C
WOGGEE,1.203,CC1(C)CC(CC(C)(C)N1[O])NC(=O)C12C3CC4C(C14)C23
NEHYIK,1.203,CC(C)C(=O)C1=C(C(=O)c2ccccc2)C(=NO1)C(=O)C(C)C
DEKBUQ,1.203,CC(=O)ON1COC(CC1(C)C)c1ccccc1
WARLIN,1.203,CC1(C)CC(CC(C)(C)N1[O])OC(=O)C1(C)COC(C)(C)OC1
VIJCEY,1.203,CC(C)(C)c1ccccc1N(Cc1ccccc1)C(=O)C1CC(=NO1)c1ccccc1
ABATOO,1.203,CC(C)(C)c1ccc(O)c(C=NO)c1
IZUGER,1.203,CCCCCCN(CCCCCC)c1ccc(cc1)C#Cc1c2cc3ccccc3cc2c(C#Cc2ccc(cc2)N(=O)=O)c2cc3ccccc3cc12
WOTGAN,1.203,COC(OC)C1C(CC=C(C)C1COC(=O)c1ccc(cc1)N(=O)=O)C(C)C
TOKXUN,1.203,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(OC(C)=O)C(C)O2)C(C)C(OC2OC(C)CC3C2OC(=O)N3C)C(C)(O)CC(C)C(=NOCC=C)C(C)C2OC(=O)OC12C
IXAKID,1.203,CC(C)(C)C1=CC(=NO)c2ccccc2C=CC1c1ccccc1
YOKWAX,1.203,CC1(C)CC2C3CCCCC3=C(OC(=O)c3ccc(cc3)N(=O)=O)C32CC13
MUDPAE,1.203,CC(C)(C)OC(=O)C1CC(CON2C(C)(C)CCCC2(C)C)C(C1c1ccccc1)(C(=O)c1ccccc1)C(=O)c1ccccc1
DUVJIO,1.203,CC(C)(C)OC(=O)N1CCCC1C1=[N+]([O-])C(C)(C)C(C)(C)N1[O]
WIZTOQ,1.203,CCCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)N(=O)=O
BAYFIT,1.203,CN1C2CC(O)(CN(C(=O)ON3C(C)(C)CCCC3(C)C)C3=CC=CO3)C=CC32CC3(C)C1=O
GISYOY,1.203,CC1(C)CC(=O)C(CC2C(=O)C3(CCC4=C(O3)C(=C)C(C)(C)N([O])C4(C)C)C(C)(C)N([O])C2(C)C)C(C)(C)N1[O]
AFISEP,1.202,CC(=NNC(=O)C(C)c1ccc(CC(C)C)cc1)c1cccc([N+](=O)[O-])c1
NUNCOO,1.202,O=[N+]([O-])c1ccc(NC(CO)c2ccccc2)cc1
AFIMUZ,1.202,CC1(C)C2CCC1(C)C1(O)ON=C(C21)c1ccccc1
TAVMAG,1.202,CC(NCC1=C(ON(Cc2ccccc2)C1c1ccccc1)c1ccccc1)c1ccccc1
ALONAQ,1.202,CC1(C)CC(C)(C)C2=[N+]([O-])c3ccccc3C2=C1
NOHRUY,1.202,CC(C)c1cccc(C(C)C)c1NCc1ccc2ccccc2[n+]1[O-]
XEGHUP,1.202,CC1(C)N=C(N([O])C1(C)C)C1=CC(=C2C=CC=CC=C12)C1=NC(C)(C)C(C)(C)N1[O]
POSGAG,1.202,CN1OC2CC(OCc3ccccc3)C3OC(C)(C)OC3C1C2
ICOXON,1.202,CCOC(=O)C1=NOC(=C1C1(C)OCC(C)(C)CO1)CC(=O)C1=NOC(=C1C1(C)OCC(C)(C)CO1)C
NASTOR,1.201,C=CC(C)C(C[N+]([O-])=Cc1ccc([N+](=O)[O-])cc1)N(Cc1ccccc1)Cc1ccccc1
SENZUH,1.201,CC(C)(C)c1cc(NC(=O)c2ccc([N+](=O)[O-])cc2)cc(C(C)(C)C)c1O
QUJNOZ,1.201,CC(C)(C)OC1CN2OC3COC(=O)C3C2C1OC(C)(C)C
WAPQUA,1.201,CC(C)(C)OC(=O)NC12CC(C)(C)N(OC1=O)C(C)(C)C2
SUQYEJ,1.201,CC1(C)CCCC(C)(C)N1OC1C(N(C(=O)c2ccccc2)c2ccccc12)c1ccccc1
TEZGOV,1.201,CC(C)c1ccc2c(CCC3C(C)(CCCC23C)CN(=O)=O)c1
HUZYEG,1.201,CC(C)CN(N=O)C(CN(N=O)C(CN(C)N=O)Cc1ccccc1)Cc1ccccc1
CEVBIP,1.201,CC(C)(C)N([O])c1ccc(cc1)N1C=CC=C1
EGEVIW,1.201,CC(C)(C)N(O)c1ccc(cn1)c1ccccc1
QEQKAY,1.201,COc1ccc2C3CCC4(C)C(CCC4(O)C4CC(=NO4)C(C)C)C3CCc2c1
ROQWUP,1.201,CC1(C)C=C(C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])C(C)(C)N1[O]
LOMPUY,1.201,COc1ccc(cc1)C(=Cc1ccncc1)C(C)=NO
JIRGEX,1.201,Cc1cc(C)c2nc(cc(N3CCOCC3)c2c1)C1=[N+]([O-])C2(C=C(C(=O)C2C1=O)C(C)(C)C)C(C)(C)C
MPIPXY07,1.201,CC1(C)CC(=O)CC(C)(C)N1[O]
IFAYUL,1.201,Cc1cc(C)c(N2CCN(C2=NN=O)c2c(C)cc(C)cc2C)c(C)c1
GIVSIQ,1.2,CC(C)c1ccc2ccccc2c1-c1ccccc1C=C[N+](=O)[O-]
HABZUF,1.2,CC(=O)CCC1([N+](=O)[O-])CCCCCCCCCCC1=O
POHCIB,1.2,N#CC1=C(N)OC2=C(C(=O)CCC2)C1c1ccccc1[N+](=O)[O-]
QOHSOW,1.2,CCC1(CC)c2ccc([nH]2)C(CC)(CC)c2ccc([nH]2)C(C)(c2cccc([N+](=O)[O-])c2)c2ccc([nH]2)C(CC)(CC)c2ccc1[nH]2
TUBFEB,1.2,CCC(C[N+](=O)[O-])OC(c1ccccc1)C(C)NC=O
KIQWUE,1.2,CCCCN1N=CC=C1C1=[N+]([O-])C(C)(C)C(C)(C)N1[O]
VAZRIX01,1.2,CC1(C)C=C(C(=O)OCC#CC#CCOC(=O)C2=CC(C)(C)N([O])C2(C)C)C(C)(C)N1[O]
NEKSIF,1.2,Cc1cc2NC(=Nc2cc1C)N([O])C(C)(C)C
UHOPEN,1.2,CN1C=C(C=N1)C1=NC(C)(C)C(C)(C)N1[O]
ZOPYUA,1.2,CCOC(=O)C1CC(C)(ON2C(C)(C)CCCC2(C)C)C(C)C(C1c1ccccc1)(C(=O)OCC)C(=O)OCC
IGAFED,1.2,CC1CCC(C(C1)OC(=O)C([N-]c1ccc(cc1)[N+](O)=O)c1ccc(C)cc1)C(C)(C)c1ccccc1
EROBAO,1.2,CC(C)(C)O[N]c1c(cc(cc1c1ccccc1)N1C=CN=C1)c1ccccc1
HAKZAV,1.2,COc1cccc(C=NC2CC(C)(C)N([O])C(C)(C)C2)c1O
BAZKIW,1.2,Cc1ccc(cc1)N=C(C)C(=NO)C(C)=O
LAYHOI,1.2,CC(C)(C)C1(N([O])c2ccccc2C1=Nc1ccccc1)c1ccccc1
MABZOX,1.2,CN(C)c1ccc(cc1)C=NO
PESCAT,1.2,CCOC(=O)CC(CN(=O)=O)C(CC(C)C)NC(=O)CC(CN(=O)=O)C(NC(=O)OC(C)(C)C)C(C)C
TAMQEG,1.2,COc1cccc(CC2C(=C)C=C(C)CC2(C)C)c1N(=O)=O
DOCJEK,1.2,CC(CC(=NO)c1ccccc1)C1CCN(C)C1=O
FOCMUF,1.2,CCCC(CC(=O)NOCc1ccccc1)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)OCc1ccccc1
KEGPIW,1.2,COc1cc(OC)c(c(OC)c1)C1=NOC2(C3CCC(C)(C2=O)C3(C)C)C1c1ccc(C)cc1
FUHFAP,1.2,CONOC
ROHGEA,1.2,CC1(C)CC(CC(C)(C)N1[O])OC(=O)c1cc(C(=O)OC2CC(C)(C)N([O])C(C)(C)C2)c(cc1C(=O)OC1CC(C)(C)N([O])C(C)(C)C1)C(=O)OC1CC(C)(C)N([O])C(C)(C)C1
TMPYRO,1.2,CC1(C)CC(C(N)=O)C(C)(C)N1[O]
WEJCUJ,1.2,CC1=C(Cc2ccccc2)N(C(=NO)c2ccccc2)C(=N1)c1ccccc1
GEYSAH,1.2,CC(=O)c1cccc(n1)C(C)=NC1CC(C)(C)N([O])C(C)(C)C1
DICREN01,1.199,CC(C)(C)OC(=O)NNC1(C(=O)OC(C)(C)C)CCCC1=NNc1ccc([N+](=O)[O-])cc1
BAXBAE,1.199,CC(C)C1N(N=O)C(=O)OC1(c1ccccc1)c1ccccc1
PADXID,1.199,CC(C)N1C(=O)N(C(=O)C21CC(N(O2)C(C)(C)C)c1ccccc1)c1ccccc1
EZAROM,1.199,CC1ON2CC3CC(OCc4ccccc4)C2C1C3
ZOZZOD,1.199,CC1C2ON=C(N1N1C(=NOC1(C)C=C2C)c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C
VOJLUC,1.199,CC1(C)OCC(O1)C(CC=C)[N+]([O-])=Cc1ccccc1
BEMWEV01,1.198,O=[N+]([O-])c1ccc(NN=C2CCCCCCCC=CCCCCCCC2)c([N+](=O)[O-])c1
LUKFAZ,1.198,Cc1ccc(C=CC(OCc2ccccc2)c2ccc([N+](=O)[O-])cc2)cc1
ROFWEO,1.198,CCOC(=O)C1(CCCC1C(ON1C(C)(C)CCCC1(C)C)c1ccccc1)C(=O)OCC
NIBNAQ,1.198,CN1CCN(C)CC(C)(C1)NO
GEGGAD,1.198,CC(C)(C)ON1CC2(C)CC2(CC1=O)c1ccccc1
NAJYOO,1.198,CC1(C)C=C(C(=O)NOC(=O)C2=CC(C)(C)N([O])C2(C)C)C(C)(C)N1[O]
WARVAO,1.198,CCOC(=O)C=CCC(NC1OC(COC(=O)C(C)(C)C)C(OC(=O)C(C)(C)C)C(OC(=O)C(C)(C)C)C1OC(=O)C(C)(C)C)c1ccc(cc1)N(=O)=O
NUNJIP,1.198,CC1(C)OCC(O1)C(C#C)N(O)Cc1ccccc1
JADNOS01,1.198,CC1=[N+]([O-])C(C)(C)C(C)(C)N1[O]
EACBIT,1.198,CON=C(C=Cc1ccccc1)C#N
UCEJIW,1.198,CC1(C)CC(CC(C)(C)N1[O])N=[N+]=[N-]
YALVIR,1.198,OC(CC1(CC(=NO1)c1ccccc1)c1ccccc1)c1ccccc1
MULQAM,1.198,CC1CC=CC2C(C)ON(Cc3ccccc3)C(=O)C12
BOWJAZ,1.197,COC(=O)C(C(C)C)N1CCC(C)(O)C([N+](=O)[O-])C1c1ccccc1
FAYPEB,1.197,CCCC1CCC2C(C)CCCC2N1C(=O)c1ccc([N+](=O)[O-])cc1
GESBIP,1.197,O=[N+]([O-])CCCCCCCCCCCC[N+](=O)[O-]
JUKDEY,1.197,CC(C)C1C2CCCC2(N2CCCC2)C(=O)C1(C)[N+](=O)[O-]
LIDZED,1.197,O=[N+]([O-])c1cc(CN2CCCCC2)c(O)c(CN2CCCCC2)c1
TAJLAR,1.197,CC(C)C(C)(c1ccccc1)C(C)(c1ccc([N+](=O)[O-])cc1)C(C)C
AXIWAG,1.197,CC=C(OC(=O)C(C)C)C(C)C(OC(C)c1ccccc1)C(C)C(O)C(C)C(C)OC(=O)c1ccc(cc1)N(=O)=O
PAYWEU,1.197,CC1(C)C=C(C#Cc2ccc(cc2)N=Nc2ccc(cc2)C#CC2=CC(C)(C)N([O])C2(C)C)C(C)(C)N1[O]
KURJOY,1.197,CC1(C)CC(CC(C)(C)N1[O])NC(=O)C=C
YUVBIC,1.197,CC(C)(C)Oc1cc(nc(c1)N([O])C(C)(C)C)N([O])C(C)(C)C
ZEDMAZ,1.197,Cc1cccc(c1)C1=NOC(=N1)C1=CC(=O)Oc2ccccc12
QUBQOV,1.197,CC1(C)C=C(CO)C(C)(C)N1[O]
YUXHAB,1.197,CC1=C(Cc2ccc(CC3=C(C)ON=C3C)cc2)C(=NO1)C
FAKDUS,1.197,Cc1cc(C)c(N2C=CN(C2=NN=O)c2c(C)cc(C)cc2C)c(C)c1
MUCTEL,1.197,CCOC(=O)C1CC(C(ON2C(C)(C)CCCC2(C)C)c2ccccc2)C(C1c1ccccc1)(C(=O)OCC)C(=O)OCC
HOFFIT,1.197,CC(C)C1C(N(C)C(CC1=NOC(=O)c1cccnc1)c1ccccc1)c1ccccc1
KIPBOC,1.197,CCc1cc(CC)c(C2=NOCC2)c(CC)c1C1=NOCC1
RALSUV,1.197,CC(=O)C(ON1C(C)(C)CCCC1(C)C)C(C)=O
COCRAP,1.196,CCOC(=O)C1C(c2ccc([N+](=O)[O-])cc2)N1C1OC(COC(=O)C(C)(C)C)C(OC(=O)C(C)(C)C)C(OC(=O)C(C)(C)C)C1OC(=O)C(C)(C)C
WITMER,1.196,CC(C)=NC(ON1C(C)(C)C=[N+]([O-])C1(C)C)C(C)(C)[N+](=O)[O-]
DORBES,1.196,COc1ccc2C=C(NC(=O)C3=NOC4C(O)C=CC(O)C4(O)C3)C(=O)Oc2c1OC
LUBDIX,1.196,CC1CCC2(OC1)OC1C=C3C4CCC5CC(CCC5(C)C4CC(=NO)C3(C)C1C2C)OC(C)=O
UFEPAW,1.196,CC1=CC2CCCC32CCC(C1)C3=NO
PIRSOA,1.196,CON1C(CCC1(C#N)c1ccccc1)c1ccccc1
FEGPAJ,1.196,CC(C)(C)c1cc2Cc3cc(cc(Cc4cc(cc(Cc5cc(cc(Cc(c1)c2OCCCN1C(=O)c2ccccc2C1=O)c5OCC=C)N(=O)=O)c4OCCCN1C(=O)c2ccccc2C1=O)C(C)(C)C)c3OCC=C)N(=O)=O
CEJHUU,1.196,CC1C(=O)C2(CCC3=C(O2)C(C)C(C)(C)N([O])C3(C)C)C(C)(C)N([O])C1(C)C
TACHOU,1.196,CCCCCCCC(=O)ON=C(c1ccccc1)c1ccccn1
POSGIO,1.196,CC1(C)OC2CCC3C(CON3Cc3ccccc3)C2O1
QUXPOQ,1.196,CCOC(=O)CC(CN(=O)=O)C(NC(=O)CC(CN(=O)=O)C(NC(=O)OC(C)(C)C)C(C)C)C(C)C
GULVEQ,1.196,CC(C)(C)C1=NC23CCCCC2=NC2(ON(C1C32)c1ccccc1)C(C)(C)C
WIYRUS,1.196,ON=C1C2CCC31CCCC3CC(=C)C2
AEBHXM10,1.196,CCOC(=NO)c1ccccc1
GIRMUS,1.196,COc1ccc(cc1)C(=O)C1C(c2cccc(c2)N(=O)=O)c2ccccc2C=C1C(=O)c1ccccc1
BIZGUN,1.195,CC1=CCC(C)(C)C=CCC(C)(N=O)C([N+](=O)[O-])CC1
BOGNIU,1.195,CC(c1ccc(N(C)C)cc1)C1C(C)C1(C#N)c1ccc([N+](=O)[O-])cc1
SUHTUK,1.195,CCOC(=O)C(CC(C1OCC(OC(C)=O)C(OC(C)=O)C1OC(C)=O)[N+](=O)[O-])N=C(c1ccccc1)c1ccccc1
EVOFEA,1.195,COC(=O)C1(C)CCCC2(C)C1CCC13CC(=NO)C(C)(CCC21)C3
IWEGUM,1.195,CCCCCCCOc1ccc(cc1)C1=NOC(=C1)c1ccc(cc1)C#N
ITUNUI,1.195,CC1(C)CC(CC(C)(C)N1[O])N=C=NC12CC3CC(CC(C3)C1)C2
FEPLUH,1.195,CCOC(=O)C1(CC2CON=C2C1c1ccccc1)C(=O)OCC
FEBFIB,1.195,CC1(C)CCCC(C)(C)N1OC(=O)C(OOC(C(=O)ON1C(C)(C)CCCC1(C)C)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
XAJMUR,1.195,CC(=NOC(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1N(Cc1ccccc1)C(=O)C1(C)C=CCC=C1
FOBCUV,1.195,CC(=O)OC1CCC2(C)C3CCC4(C)C(CC5(ON=C(C)C45)OC(C)=O)C3CC=C2C1
BANSOY,1.194,CC(=C=Nc1ccc([N+](=O)[O-])cc1)C(C)(C)Cc1ccccc1
SEKJAU,1.194,CC1(C)CC(C)(C)NC(c2ccc([N+](=O)[O-])cc2)N1
HUMPOU,1.194,CCC(NC(=O)OC(C)(C)C)C(=O)N(C)OC
KOGWUY,1.194,CC1(C)CC2=C(c3ccccc3N2CC#CC#CCN2C3=C(c4ccccc24)C(C)(C)N([O])C(C)(C)C3)C(C)(C)N1[O]
OYAXUI,1.194,CON(C)CC1C(c2ccccc2)c2ccccc2C1=O
OZIRUM,1.194,CN(C1CC(C)(C)N([O])C(C)(C)C1)C(=O)c1cc(ccc1C#C)C#C
EXICUJ,1.194,CC1(C)N=C(N([O])C1(C)C)C(N)=O
VARNAE,1.194,CCCCCC(ON1C(=O)c2ccccc2C1=O)C=CC1C(COC1Cc1ccccc1)CC=C
WIFDUL,1.194,Cc1cccc(c1)C(CCN1CCN(CC1)c1ccccn1)=NO
BHCDNB,1.193,CC(C)(C)C1CCC2=C(OC(=O)c3ccc([N+](=O)[O-])cc3)CCCC2C1
JUYRAZ,1.193,Cc1cc(C)c(N2CCC(=C3C(=O)N(Cc4ccc([N+](=O)[O-])cc4)c4ccccc43)C2)c(C)c1
TAJKIY,1.193,CCC(CC)(c1ccc(N(C)C)cc1)C(CC)(CC)c1ccc([N+](=O)[O-])cc1
XESCEG,1.193,Cc1ccc(C(=N)C(ON2C(C)(C)CCCC2(C)C)[N+](=O)[O-])cc1
PAHKAL,1.193,CC(C)C(C)(NC(=O)C1=C(C)ON=C1)C#N
EVOWET,1.193,CCOC(=O)C=COC1CC(C)(C)N([O])C(C)(C)C1
IWURID,1.193,CCCCC1=[N+]([O-])C(c2ccccc2)C(O)(Cc2ccccc2)C1=C(c1ccccc1)c1ccccc1
FEVBUD01,1.193,CC1(C)CC(O)(CC(C)(C)N1[O])C#CC#CC1(O)CC(C)(C)N([O])C(C)(C)C1
PIQQAH,1.193,CC(OCc1ccccc1)C(C)N(O)Cc1ccccc1
PESCIB,1.193,CCOC(=O)CC(CN(=O)=O)C(CC(C)C)NC(=O)OC(C)(C)C
CUWKOW,1.193,CC(=O)C=Cc1ccccc1C1=CC(=NO1)C(C)(C)C
BIDWOB,1.193,CN1OCCC1C(OCc1ccccc1)C1COC(C)(C)O1
IRENEY,1.192,CC(C)(C)OC(=O)C1CC(OC(=O)c2ccc([N+](=O)[O-])cc2)CCN1C(=O)OC(C)(C)C
ISPCHX,1.192,C=C(C)C1CC=C(C)C(=O)C1C(C)C[N+](=O)[O-]
MBXHNO,1.192,COC(=O)CCCCC(O)C(COC(C)(C)C)[N+](=O)[O-]
NTMCPO,1.192,CC1CC(C)(C)C(=O)C1[N+](=O)[O-]
NOHFOH,1.192,CCOC(=O)C1(C(CCC1C(CC)C(=O)c1ccccc1)C(C)ON1C(C)(C)CCCC1(C)C)C(=O)OCC
CEJJAC,1.192,CC1C(O)C2(CCC3=C(O2)C(C)C(C)(C)N([O])C3(C)C)C(C)(C)N([O])C1(C)C
YUGROI,1.192,CC(C)CC(NC(=O)OC(C)(C)C)C(=O)NC(C)(C)C(=O)Nc1ccc(cc1)N(=O)=O
SEJCEQ,1.192,Cc1cc(C)c(c(C)c1)C1=NOC=C1C(=O)OC1CCCCC1c1ccccc1
MUWKIZ,1.192,CC(N1OC(=O)C(C)(Cc2ccccc2)C1C)c1ccccc1
BEPKEM,1.191,O=[N+]([O-])c1ccc(NN=C2CCCCCCCC=CCCCCCCC2)c([N+](=O)[O-])c1
UHISUZ,1.191,CON=C1CCCCCC21CCCCCC2=NOC
KIPCAP,1.191,Cc1cccc(C)c1C1=NOCC1
YEZQEB,1.191,CON1C(CC(=CCCCCC1=O)C)c1ccccc1
HEZQOU,1.191,ON=C1CC2(OCCO2)C2CCN(CCCCC=C)CC32CC2C=CCCCCN2C13
ECUMUN,1.191,CC1ON(C(C1c1ccccc1)c1ccccc1)c1ccccc1
HULFUQ,1.191,CC1CCC(C(C1)OC(=O)C(CN(=O)=O)c1ccccc1)C(C)(C)c1ccccc1
KOPGON,1.191,CC1(C)COC(OC1)c1ccc(cc1)C1=NC(C)(C)C(C)(C)N1[O]
EMABOK,1.191,CC1(C)CC(CC(C)(C)N1[O])Oc1nc(OC2CC(C)(C)N([O])C(C)(C)C2)c(OC2CC(C)(C)N([O])C(C)(C)C2)c(C#N)c1OC1CC(C)(C)N([O])C(C)(C)C1
VEJDAP,1.19,CC1(C)CC(=CC(C)(C)N1[O])C#CC#CCO
KITMIJ,1.19,COc1cccc(c1)C1(C)CCC(=NO)C(C)C1
GILPID,1.19,CC1(C)CCCC(C)(C)N1OC(C(N=[N+]=[N-])c1ccccc1)c1ccccc1
FUJRUX,1.19,CCCC1C(CC)C(ON1c1ccccc1)N(O)c1ccccc1
DAFVEL,1.19,CC(CN(C)C)N=C1c2ccccc2Nc2cccc(c12)N(=O)=O
GOKKOG,1.19,CC(C)(C)N([O])c1ccc(cc1)N(c1ccc(cc1)N([O])C(C)(C)C)c1ccc(cc1)N([O])C(C)(C)C
ZAYQIZ,1.19,Cc1cc(C)c(c(C)c1)C1=NOC2(C)CC(=Nc3ccccc3N12)c1ccccc1
RALSAB,1.19,CC1(C)CCCC(C)(C)N1OC(C(=O)c1ccccc1)C(=O)c1ccccc1
JOXSAQ01,1.19,CC(=CC=CC=C(C)C1=[N+]([O-])C(C)(C)C(C)(C)N1[O])C1=[N+]([O-])C(C)(C)C(C)(C)N1[O]
FAMJEL,1.19,CCCCC(C)(C=CCCc1cccc(OC)c1)C(C)CC(C)=NNc1ccc(cc1N(=O)=O)N(=O)=O
MEOBZC,1.19,COc1cc2CCCN(C)OC(c3ccccc3)c2cc1OC
IQAYOP,1.19,CCC(C(C(Nc1ccc(OC)cc1)c1ccc(C)cc1)N(=O)=O)c1ccccc1
CONNOI,1.19,CC1(O)CCC2C3CCC4C5=NON=C5CCC4(C)C3CCC12C
PEHVED,1.19,CN1OC(C)(C)C2CN3c4ccccc4C(=C3C12)C
SOJHEE,1.19,CCOC1OC(CO)C(O)CC1N(O)C(C)C
POTLUF,1.19,CC1(C)OC(C=C)C(O1)C=NO
VOXFOD,1.19,Cc1ccccc1N(N=O)C(=O)N(Cc1ccccc1)Cc1ccccc1
BAXIFL,1.19,CC(C)(C)NCC(O)CON=C1c2ccccc2c2ccccc12
EXINAN10,1.19,CCOc1ccccc1NC(=O)C=NO
BAKYIW,1.189,COc1c2cc(C(C)(C)C)cc1COCc1cc(C(C)(C)C)cc(c1OC)COCc1cc([N+](=O)[O-])cc(c1O)COC2
INAPAO,1.189,CC1CCC(C(C)(C)c2ccccc2)C(NC(=O)c2ccc([N+](=O)[O-])cc2)C1
XOPDAK,1.189,CC1([N+](=O)[O-])CN(Cc2ccccc2)CC2CCCCN2C1
CALKIK,1.189,CC(C)C12CCC(=NO)C(C)(C1)N=C(C)O2
XOVBUH,1.189,CC1(C)OC2C(O)C3CON=C3C2O1
GUFPOM,1.189,CC1(C)CC(CC(C)(C)N1[O])N=Cc1ccc2ccccc2c1
KEZHAY,1.189,CC1(C)CC2(CC(C)(C)c3ccc(cc23)C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])c2cc(ccc12)C1=[N+]([O-])C(C)(C)C(C)(C)N1[O]
SOLFOP,1.189,CC1COC2(OC3CC4C5CCC6CC(CCC6(C)C5CCC4(C)C3C2C)OC(C)=O)C(=C1)N(C)N(=O)=O
SAYROZ,1.189,CCN(CC)C(=O)C(C)(NOC(C)=O)C(C(C)=O)c1ccccc1
XUSPIL,1.189,CC(C)(C)c1cc(CN2CCCCC2)c(O)c(C=NO)c1
POJJII,1.189,ON1C2CCCC2CCC1c1ccccc1
GIKMAQ,1.189,CC1CCC(C(C1)OC(=O)C=NO)C(C)(C)c1ccccc1
CEQCEG,1.188,CCCCN(CCCC)c1ccc2c#cc#cc3ccccc3c#cc#cc3ccc([N+](=O)[O-])cc3c#cc#cc2c1
FALKEM,1.188,CC(C)CNC1=C([N+](=O)[O-])C(=O)C(O)=C(C(C)(C)C)C1C(C)(C)C
